mechanism,level,seed,n_train,n_test,delta_rmse_a,delta_rmse_b,module_a_ci95_high,module_b_ci95_high,module_a_pass,module_b_pass
noise,0.25,29,159,92,-221266.43989556856,-113646.82788547332,-190490.48365490188,-90968.24015137284,True,True
noise,0.5,0,159,92,-161869.3342798838,-54249.72226978856,-135843.89696333001,-35852.08765824516,True,True
noise,0.5,1,159,92,-173849.13619659428,-66229.52418649904,-152205.87739214938,-47946.00397315568,True,True
noise,0.5,2,159,92,-170415.75106832976,-62796.13905823452,-142438.69186493708,-46774.11099379953,True,True
noise,0.5,3,159,92,-168004.6113474333,-60384.99933733806,-142183.716449966,-39829.16351918796,True,True
noise,0.5,4,159,92,-162782.4270955265,-55162.81508543127,-139117.83342875805,-38472.218309332566,True,True
noise,0.5,5,159,92,-189811.2259535339,-82191.61394343866,-165520.30766169663,-62296.96152469594,True,True
noise,0.5,6,159,92,-140473.62249541795,-32854.01048532271,-103779.94457301522,-1138.6012514435965,True,True
noise,0.5,7,159,92,-180574.53147235254,-72954.9194622573,-153312.4020199718,-52262.2732731151,True,True
noise,0.5,8,159,92,-146040.0787841147,-38420.46677401947,-120162.01895814565,-15050.843078040305,True,True
noise,0.5,9,159,92,-177571.44612217418,-69951.83411207894,-145847.74993757476,-44167.96507084971,True,True
noise,0.5,10,159,92,-181470.46799129277,-73850.85598119753,-157911.96965526784,-56080.19112758229,True,True
noise,0.5,11,159,92,-174963.16725723256,-67343.55524713732,-150814.3328071225,-46123.96779952063,True,True
noise,0.5,12,159,92,-192072.36244926526,-84452.75043917002,-162207.1400291561,-64213.802289536376,True,True
noise,0.5,13,159,92,-182032.27715814963,-74412.6651480544,-158888.6482954027,-58413.88992274791,True,True
noise,0.5,14,159,92,-190113.49088264868,-82493.87887255344,-162703.6795096945,-64520.67765611753,True,True
noise,0.5,15,159,92,-172351.29200421847,-64731.67999412323,-145157.8338767126,-43585.45546405162,True,True
noise,0.5,16,159,92,-175463.19416062025,-67843.582150525,-141481.21479247516,-40184.33016725971,True,True
noise,0.5,17,159,92,-195606.69306203976,-87987.08105194452,-171230.45352947994,-68514.09853698926,True,True
noise,0.5,18,159,92,-183792.1313551009,-76172.51934500565,-160943.9350803753,-59621.23597320735,True,True
noise,0.5,19,159,92,-182308.78221090033,-74689.17020080509,-154720.3636354261,-51248.182706743195,True,True
noise,0.5,20,159,92,-178447.9605896066,-70828.34857951137,-152631.24332752705,-51844.91479113301,True,True
noise,0.5,21,159,92,-179258.78418057505,-71639.17217047981,-152094.93724938904,-54549.7542276795,True,True
noise,0.5,22,159,92,-174728.236654841,-67108.62464474575,-147629.53651056357,-48980.310357338225,True,True
noise,0.5,23,159,92,-177355.94647507477,-69736.33446497953,-153813.9739564652,-50450.752091413575,True,True
noise,0.5,24,159,92,-164038.82153973257,-56419.20952963733,-141359.91123463018,-42056.54999546378,True,True
noise,0.5,25,159,92,-163712.1812982421,-56092.56928814686,-141063.024982218,-40076.52614044799,True,True
noise,0.5,26,159,92,-181267.45484296646,-73647.84283287122,-151777.39347780417,-53482.45205488111,True,True
noise,0.5,27,159,92,-175982.58274397257,-68362.97073387733,-151224.37862887367,-46722.49828692694,True,True
noise,0.5,28,159,92,-169991.45544129107,-62371.843431195826,-150156.64038388059,-48495.5912460173,True,True
noise,0.5,29,159,92,-170417.15412238587,-62797.54211229063,-142824.7665666295,-45061.45062068085,True,True
noise,1.0,0,159,92,-125619.7737529084,-18000.161742813158,-102007.25462306876,-5204.484054349443,True,True
noise,1.0,1,159,92,-121708.26896432476,-14088.656954229518,-98558.57283416219,6530.847010243468,True,False
noise,1.0,2,159,92,-128269.61794955196,-20650.00593945672,-106581.3879043556,-10330.74735435585,True,True
noise,1.0,3,159,92,-133853.1327110463,-26233.52070095105,-112258.97658865,-12452.669341586632,True,True
noise,1.0,4,159,92,-127127.27241861995,-19507.66040852471,-105041.90470016342,-7572.621921409035,True,True
noise,1.0,5,159,92,-140661.9218798986,-33042.30986980337,-121029.36112105093,-16575.002023953082,True,True
noise,1.0,6,159,92,-106271.93035056922,1347.681659526017,-79172.40907048371,21314.109655401346,True,False
noise,1.0,7,159,92,-127540.97920870633,-19921.367198611086,-104651.01257373266,-8492.385026859407,True,True
noise,1.0,8,159,92,-107975.76073706319,-356.1487269679492,-82584.154668953,24715.58345200575,True,False
noise,1.0,9,159,92,-123955.5738981709,-16335.96188807566,-97453.75796902143,1041.3214161007077,True,False
noise,1.0,10,159,92,-135060.74569934703,-27441.133689251787,-113334.73168481502,-16255.581222000274,True,True
noise,1.0,11,159,92,-137071.51198546993,-29451.89997537469,-117607.34000360114,-13614.951039057622,True,True
noise,1.0,12,159,92,-142334.61819163608,-34715.00618154084,-120272.34645380892,-23490.300000706633,True,True
noise,1.0,13,159,92,-129143.65994857336,-21524.04793847812,-107149.62954162335,-13256.661631522464,True,True
noise,1.0,14,159,92,-137811.13685476332,-30191.524844668078,-113426.57840100535,-18098.760651788867,True,True
noise,1.0,15,159,92,-115700.96106818938,-8081.349058094143,-89940.4898373686,11465.127029640807,True,False
noise,1.0,16,159,92,-133953.10369211927,-26333.491682024032,-106025.63384621085,-3761.0449165988907,True,True
noise,1.0,17,159,92,-133312.26271348985,-25692.65070339461,-114739.17742904754,-12059.479884316028,True,True
noise,1.0,18,159,92,-136248.98325609363,-28629.371245998394,-115580.76235431893,-18366.301789001576,True,True
noise,1.0,19,159,92,-132046.63794213207,-24427.025932036835,-110606.63990331764,-11062.398318561556,True,True
noise,1.0,20,159,92,-124344.02026336463,-16724.408253269386,-101938.04463589755,-4889.7919670290585,True,True
noise,1.0,21,159,92,-130136.58801931137,-22516.97600921613,-107883.02659827858,-13989.111197103859,True,True
noise,1.0,22,159,92,-132277.96974135214,-24658.357731256896,-107904.91879795092,-13859.857557161693,True,True
noise,1.0,23,159,92,-135351.331993784,-27731.71998368876,-113619.62231277023,-11274.080962974638,True,True
noise,1.0,24,159,92,-120684.86343082978,-13065.251420734538,-100755.88517436251,-3116.664271917372,True,True
noise,1.0,25,159,92,-126520.95798548294,-18901.345975387696,-104363.31039813836,-9357.58371521927,True,True
noise,1.0,26,159,92,-132546.47820842103,-24926.86619832579,-109511.13180484356,-12524.089561056902,True,True
noise,1.0,27,159,92,-129972.67634019066,-22353.064330095425,-112127.47069602537,-8482.886939394532,True,True
noise,1.0,28,159,92,-128515.91046420104,-20896.298454105796,-108980.5438825309,-12355.820402747086,True,True
noise,1.0,29,159,92,-125823.8860094792,-18204.273999383964,-100631.27010919002,-5313.821770385401,True,True
noise,2.0,0,159,92,-113643.05795756984,-6023.445947474596,-91921.16428218156,-223.17978533623236,True,True
noise,2.0,1,159,92,-110643.28285036449,-3023.6708402692457,-91755.24618520896,2512.7341103350795,True,False
noise,2.0,2,159,92,-117659.82972779698,-10040.217717701744,-94893.35095211609,-6206.712881922927,True,True
noise,2.0,3,159,92,-116458.26502732598,-8838.65301723074,-95899.50654575939,-4123.929114545826,True,True
noise,2.0,4,159,92,-110353.56947229672,-2733.957462201477,-87055.20057982998,2756.2910957674817,True,False
noise,2.0,5,159,92,-112269.5772995982,-4649.965289502958,-93131.4066870859,3233.662851141308,True,False
noise,2.0,6,159,92,-105738.71275054803,1880.8992595472082,-85287.49799897928,9726.091002413154,True,False
noise,2.0,7,159,92,-115831.15954185053,-8211.547531755292,-92698.80628692405,-3714.1767493445013,True,True
noise,2.0,8,159,92,-96939.25470218013,10680.35730791511,-77882.85732147346,23472.675762886163,True,False
noise,2.0,9,159,92,-113537.65803940748,-5918.046029312245,-91328.05222030464,645.0087056089463,True,False
noise,2.0,10,159,92,-111922.55546374043,-4302.943453645188,-90129.61537080198,1213.7549742100966,True,False
noise,2.0,11,159,92,-116455.99831192457,-8836.386301829334,-95498.25785156456,-1683.9930791463885,True,True
noise,2.0,12,159,92,-118714.87201531333,-11095.260005218093,-95944.1626697252,-5662.984970073878,True,True
noise,2.0,13,159,92,-115131.39627847966,-7511.784268384421,-93887.85819745206,-4246.197431419726,True,True
noise,2.0,14,159,92,-120064.48293762366,-12444.87092752842,-97727.07173957277,-6469.647098261332,True,True
noise,2.0,15,159,92,-107904.92834658714,-285.3163364919019,-84429.3084213533,6231.294119079172,True,False
noise,2.0,16,159,92,-114052.91554115154,-6433.303531056299,-91655.56112294801,2005.4893762720162,True,False
noise,2.0,17,159,92,-113593.49759028651,-5973.885580191272,-93233.86785307915,-2117.805410927783,True,True
noise,2.0,18,159,92,-114649.7432728484,-7030.131262753159,-92562.0857868975,-2673.8472744002875,True,True
noise,2.0,19,159,92,-113575.29877971992,-5955.686769624677,-94373.19182192434,-829.0794728691535,True,True
noise,2.0,20,159,92,-110992.13331881078,-3372.5213087155425,-89158.40972944113,2275.275857969419,True,False
noise,2.0,21,159,92,-114454.85173893825,-6835.2397288430075,-92505.0169595595,-3903.5699909653613,True,True
noise,2.0,22,159,92,-112239.49851892053,-4619.886508825293,-91895.5010386375,320.2107325391792,True,False
noise,2.0,23,159,92,-114130.62880221667,-6511.016792121431,-94201.2446278396,334.9975836338255,True,False
noise,2.0,24,159,92,-110293.69741788734,-2674.085407792096,-89668.20139599693,3155.80168306527,True,False
noise,2.0,25,159,92,-116656.3036130108,-9036.691602915555,-93099.25858703392,-2299.353763891729,True,True
noise,2.0,26,159,92,-113854.18174128237,-6234.569731187134,-90851.6434717158,-522.859148541101,True,True
noise,2.0,27,159,92,-111049.26320109522,-3429.6511909999826,-89800.06511785126,453.61674098781856,True,False
noise,2.0,28,159,92,-112808.1706675213,-5188.558657426067,-91002.15523077293,-2040.8111682474603,True,True
noise,2.0,29,159,92,-113616.88791424289,-5997.275904147653,-90435.30635211979,1695.1378082976273,True,False
dropout,0.0,0,159,92,-252838.79542696197,-145219.18341686676,-216371.16257855823,-112840.86779179616,True,True
dropout,0.0,1,159,92,-252838.79542696197,-145219.18341686676,-216278.69124119467,-110971.86952102996,True,True
dropout,0.0,2,159,92,-252838.79542696197,-145219.18341686676,-213714.6431438163,-112124.64950146215,True,True
dropout,0.0,3,159,92,-252838.79542696197,-145219.18341686676,-215708.51417045604,-112415.7669898147,True,True
dropout,0.0,4,159,92,-252838.79542696197,-145219.18341686676,-213180.1769728285,-110592.33033212023,True,True
dropout,0.0,5,159,92,-252838.79542696197,-145219.18341686676,-215226.0209962073,-110046.96204419034,True,True
dropout,0.0,6,159,92,-252838.79542696197,-145219.18341686676,-213259.98143754475,-110676.81230988364,True,True
dropout,0.0,7,159,92,-252838.79542696197,-145219.18341686676,-215438.64824164938,-112977.87069946165,True,True
dropout,0.0,8,159,92,-252838.79542696197,-145219.18341686676,-215970.8588102419,-112451.70748986748,True,True
dropout,0.0,9,159,92,-252838.79542696197,-145219.18341686676,-214080.9296546754,-110281.95879154597,True,True
dropout,0.0,10,159,92,-252838.79542696197,-145219.18341686676,-214379.5944826625,-109780.98942358705,True,True
dropout,0.0,11,159,92,-252838.79542696197,-145219.18341686676,-215789.1791327186,-111383.13215875726,True,True
dropout,0.0,12,159,92,-252838.79542696197,-145219.18341686676,-213858.56797395417,-111281.79729812882,True,True
dropout,0.0,13,159,92,-252838.79542696197,-145219.18341686676,-214992.01608476706,-113023.05690108713,True,True
dropout,0.0,14,159,92,-252838.79542696197,-145219.18341686676,-214665.44191539014,-111677.7456010896,True,True
dropout,0.0,15,159,92,-252838.79542696197,-145219.18341686676,-215767.0208522234,-111558.03778987001,True,True
dropout,0.0,16,159,92,-252838.79542696197,-145219.18341686676,-213596.78238821062,-110497.3006325689,True,True
dropout,0.0,17,159,92,-252838.79542696197,-145219.18341686676,-212607.89541329327,-110568.21044439991,True,True
dropout,0.0,18,159,92,-252838.79542696197,-145219.18341686676,-215904.52329929892,-111507.00025969082,True,True
dropout,0.0,19,159,92,-252838.79542696197,-145219.18341686676,-215880.7789717304,-111942.88829067697,True,True
dropout,0.0,20,159,92,-252838.79542696197,-145219.18341686676,-215811.30096114072,-111065.93250002735,True,True
dropout,0.0,21,159,92,-252838.79542696197,-145219.18341686676,-215049.8834311089,-111860.58022461232,True,True
dropout,0.0,22,159,92,-252838.79542696197,-145219.18341686676,-216129.09409591148,-112034.81242296261,True,True
dropout,0.0,23,159,92,-252838.79542696197,-145219.18341686676,-214742.803261772,-110494.74442406195,True,True
dropout,0.0,24,159,92,-252838.79542696197,-145219.18341686676,-212756.31214172518,-110037.70847596407,True,True
dropout,0.0,25,159,92,-252838.79542696197,-145219.18341686676,-214039.64756326703,-112144.81474237137,True,True
dropout,0.0,26,159,92,-252838.79542696197,-145219.18341686676,-212041.26946084187,-109941.63150784657,True,True
dropout,0.0,27,159,92,-252838.79542696197,-145219.18341686676,-213178.20489443585,-109820.30036926785,True,True
dropout,0.0,28,159,92,-252838.79542696197,-145219.18341686676,-215121.90884790386,-112037.13162620846,True,True
dropout,0.0,29,159,92,-252838.79542696197,-145219.18341686676,-214689.59645801008,-111504.17827440615,True,True
dropout,0.1,0,159,92,-215368.59095036564,-107748.97894027039,-181445.34572005516,-77952.75363079077,True,True
dropout,0.1,1,159,92,-230365.5965028816,-122745.98449278636,-200114.13571054259,-95623.01515994502,True,True
dropout,0.1,2,159,92,-194791.87866416594,-87172.2666540707,-163637.0899373111,-56974.22369215662,True,True
dropout,0.1,3,159,92,-230416.62007066095,-122797.00806056573,-198542.80611013743,-94353.14937049436,True,True
dropout,0.1,4,159,92,-229079.7536011088,-121460.14159101357,-199109.13357627814,-98475.21267765747,True,True
dropout,0.1,5,159,92,-201433.92029940136,-93814.30828930612,-170747.7291592749,-68552.89368405374,True,True
dropout,0.1,6,159,92,-204867.07590137792,-97247.46389128268,-171577.2074146454,-65790.11860856423,True,True
dropout,0.1,7,159,92,-210502.73772441613,-102883.1257143209,-178119.9958094184,-71663.97839849218,True,True
dropout,0.1,8,159,92,-226924.89113531244,-119305.27912521722,-192047.33169350505,-90614.42936856326,True,True
dropout,0.1,9,159,92,-188738.59199727964,-81118.9799871844,-155539.39058151285,-54119.3876140268,True,True
dropout,0.1,10,159,92,-226492.3198665609,-118872.70785646565,-188088.6740308458,-83012.90046884994,True,True
dropout,0.1,11,159,92,-242318.33171388833,-134698.7197037931,-210761.3413692616,-108434.38090299391,True,True
dropout,0.1,12,159,92,-224138.92779598082,-116519.31578588558,-190249.03381936802,-88842.78606158064,True,True
dropout,0.1,13,159,92,-218809.68170087124,-111190.069690776,-186674.8401224522,-83276.7008358871,True,True
dropout,0.1,14,159,92,-212773.74137681408,-105154.12936671884,-179126.58621872292,-78004.80294609442,True,True
dropout,0.1,15,159,92,-206675.1501456536,-99055.53813555837,-173455.36037518366,-74751.38248935655,True,True
dropout,0.1,16,159,92,-206423.6786686441,-98804.06665854885,-171778.07778359097,-65745.8453026689,True,True
dropout,0.1,17,159,92,-212521.99816539837,-104902.38615530315,-178282.5941703558,-75415.36052495606,True,True
dropout,0.1,18,159,92,-228636.9136925765,-121017.30168248125,-196404.38350685014,-93505.65080475785,True,True
dropout,0.1,19,159,92,-197515.15814559974,-89895.5461355045,-164076.04850309473,-59197.656972951045,True,True
dropout,0.1,20,159,92,-234584.26301246881,-126964.65100237356,-204682.29251306667,-104230.46795533752,True,True
dropout,0.1,21,159,92,-224186.4494557788,-116566.83744568359,-189499.32109934682,-92740.56255811334,True,True
dropout,0.1,22,159,92,-229337.48216170288,-121717.87015160764,-193296.0016597665,-96127.78732079918,True,True
dropout,0.1,23,159,92,-219890.1023375868,-112270.49032749159,-185259.32301231884,-79726.16744501327,True,True
dropout,0.1,24,159,92,-214841.4117075894,-107221.79969749418,-182603.0980544634,-81492.79163311265,True,True
dropout,0.1,25,159,92,-207734.5097637013,-100114.89775360604,-176255.26271676234,-74394.35444692914,True,True
dropout,0.1,26,159,92,-182967.1755439084,-75347.56353381317,-147046.57289040054,-41353.30617500815,True,True
dropout,0.1,27,159,92,-212766.0215169071,-105146.40950681183,-174837.79120894536,-77933.22330156407,True,True
dropout,0.1,28,159,92,-212109.5926468692,-104489.98063677394,-177135.44686618104,-73379.07131845628,True,True
dropout,0.1,29,159,92,-232277.00592526805,-124657.39391517283,-200228.15280910154,-99553.47636554464,True,True
dropout,0.25,0,159,92,-194597.20267500868,-86977.59066491344,-160640.59160584907,-64549.31551714998,True,True
dropout,0.25,1,159,92,-210481.79948747886,-102862.18747738363,-180870.9447640651,-81460.3466881289,True,True
dropout,0.25,2,159,92,-171595.47421480302,-63975.86220470778,-145551.33369654484,-39292.38233293806,True,True
dropout,0.25,3,159,92,-188434.5012016986,-80814.88919160335,-162529.02911544757,-57422.19625287728,True,True
dropout,0.25,4,159,92,-190834.66785269332,-83215.05584259809,-162387.04676626483,-63223.62127117459,True,True
dropout,0.25,5,159,92,-180621.75690056902,-73002.14489047378,-152909.32775717886,-52411.64230040822,True,True
dropout,0.25,6,159,92,-158469.96020965258,-50850.34819955734,-130044.93444570576,-23949.92494395909,True,True
dropout,0.25,7,159,92,-180992.32059634698,-73372.70858625174,-151972.6291536137,-48476.22499866063,True,True
dropout,0.25,8,159,92,-204053.3722786156,-96433.76026852036,-171280.52128767158,-72835.99162324259,True,True
dropout,0.25,9,159,92,-178111.08509543524,-70491.47308534,-146597.69498072454,-46454.03893103795,True,True
dropout,0.25,10,159,92,-194148.679105725,-86529.06709562975,-161632.70724331847,-56042.199812229876,True,True
dropout,0.25,11,159,92,-214866.69350178825,-107247.08149169302,-181824.29640633718,-83171.28872409185,True,True
dropout,0.25,12,159,92,-185910.0882076382,-78290.47619754297,-158780.80234833458,-56669.646519870395,True,True
dropout,0.25,13,159,92,-194590.0956524291,-86970.48364233386,-170052.2775628744,-69131.89110381668,True,True
dropout,0.25,14,159,92,-180809.7426663615,-73190.13065626626,-149238.05639102825,-49436.915479444164,True,True
dropout,0.25,15,159,92,-173922.3250580809,-66302.71304798566,-147368.29702723466,-46154.449047598915,True,True
dropout,0.25,16,159,92,-177374.57490715545,-69754.9628970602,-146214.35055300183,-39854.38968802737,True,True
dropout,0.25,17,159,92,-175727.5863228275,-68107.97431273226,-143237.83726829395,-41320.90119405278,True,True
dropout,0.25,18,159,92,-188058.3984543626,-80438.78644426737,-156810.48398991878,-56126.01759420201,True,True
dropout,0.25,19,159,92,-170489.80454773843,-62870.19253764319,-141544.21345748677,-35929.15609451435,True,True
dropout,0.25,20,159,92,-200163.0342586576,-92543.42224856236,-172283.1179012618,-70332.6979090555,True,True
dropout,0.25,21,159,92,-188215.64025860257,-80596.02824850733,-160627.75445030426,-60905.772687915814,True,True
dropout,0.25,22,159,92,-196925.76295250724,-89306.150942412,-164983.96741051023,-67448.08890442897,True,True
dropout,0.25,23,159,92,-200066.5746357599,-92446.96262566466,-171003.9329747396,-69782.52753936601,True,True
dropout,0.25,24,159,92,-179749.0593017887,-72129.44729169345,-149954.9589247908,-48738.28534669843,True,True
dropout,0.25,25,159,92,-192995.1145933083,-85375.50258321306,-162667.57484257498,-64652.52997666389,True,True
dropout,0.25,26,159,92,-185270.8396455722,-77651.22763547697,-152623.89203772446,-51640.87742349898,True,True
dropout,0.25,27,159,92,-177892.36146382854,-70272.7494537333,-143304.4410402738,-46139.06915354423,True,True
dropout,0.25,28,159,92,-186227.21814929013,-78607.60613919489,-153145.78934991956,-55118.9288945208,True,True
dropout,0.25,29,159,92,-201074.96262003912,-93455.35060994388,-172929.24498885864,-73183.37480258585,True,True
dropout,0.5,0,159,92,-156456.2593474347,-48836.64733733947,-128403.19949317905,-30132.570836918138,True,True
dropout,0.5,1,159,92,-144836.06712333,-37216.455113234755,-126163.6199362282,-26077.95142512209,True,True
dropout,0.5,2,159,92,-133299.28485386592,-25679.672843770677,-112728.22816121012,-6923.515414464128,True,True
dropout,0.5,3,159,92,-137656.38522819747,-30036.77321810223,-115185.34904084526,-16163.687992142412,True,True
dropout,0.5,4,159,92,-145202.60992567573,-37582.99791558049,-122291.27920352985,-25360.716601661723,True,True
dropout,0.5,5,159,92,-146079.07067519432,-38459.45866509908,-120651.29729042183,-25982.789240742546,True,True
dropout,0.5,6,159,92,-137726.88904787437,-30107.27703777913,-113836.94298882782,-12926.507663605307,True,True
dropout,0.5,7,159,92,-145360.50664693947,-37740.89463684423,-119991.61209338647,-26288.632091518142,True,True
dropout,0.5,8,159,92,-162821.469360957,-55201.85735086177,-134184.47969637028,-41030.878538064644,True,True
dropout,0.5,9,159,92,-134938.8151103601,-27319.20310026486,-110722.29545013541,-13678.455058287118,True,True
dropout,0.5,10,159,92,-141565.17494380768,-33945.56293371244,-117551.80503401555,-15371.720809449593,True,True
dropout,0.5,11,159,92,-159313.37745026703,-51693.76544017179,-132736.37779761408,-33570.67515137403,True,True
dropout,0.5,12,159,92,-140586.37150236222,-32966.75949226698,-115203.81786411234,-19654.411080330818,True,True
dropout,0.5,13,159,92,-147786.8414828332,-40167.22947273796,-129201.82894013563,-28061.822287402203,True,True
dropout,0.5,14,159,92,-126870.74669824349,-19251.134688148246,-103714.86151257326,-8308.132653856172,True,True
dropout,0.5,15,159,92,-128832.83711876336,-21213.22510866812,-106108.33189183504,-7033.616602420605,True,True
dropout,0.5,16,159,92,-153598.0603447596,-45978.44833466437,-129537.72580534166,-29078.577893397134,True,True
dropout,0.5,17,159,92,-147415.28406560986,-39795.67205551462,-120259.9153852911,-24581.84089505171,True,True
dropout,0.5,18,159,92,-136267.38574305104,-28647.7737329558,-113303.48757730483,-9604.297107545879,True,True
dropout,0.5,19,159,92,-136012.91513474737,-28393.303124652128,-116919.27454798079,-13105.079876187627,True,True
dropout,0.5,20,159,92,-129953.06002261586,-22333.448012520617,-105952.03768793966,-9967.675813680818,True,True
dropout,0.5,21,159,92,-135016.62129791852,-27397.009287823283,-114391.15833683376,-17364.84883839249,True,True
dropout,0.5,22,159,92,-157391.1077359873,-49771.49572589205,-128283.45522962001,-33391.570621462044,True,True
dropout,0.5,23,159,92,-156664.26835847364,-49044.6563483784,-130934.20165769011,-34664.28159059101,True,True
dropout,0.5,24,159,92,-158155.28496749172,-50535.672957396484,-130638.28070000393,-33022.67470260426,True,True
dropout,0.5,25,159,92,-145970.78809945422,-38351.17608935898,-120487.86304647978,-24918.799567770253,True,True
dropout,0.5,26,159,92,-150058.95794175775,-42439.34593166251,-124061.11080511611,-31653.68500662941,True,True
dropout,0.5,27,159,92,-153837.0274533753,-46217.41544328007,-126054.45970423287,-32240.223443790503,True,True
dropout,0.5,28,159,92,-137785.4978656979,-30165.885855602653,-110783.03756631498,-12446.352445250624,True,True
dropout,0.5,29,159,92,-145269.83776373413,-37650.22575363889,-124025.10991936013,-26954.12267586262,True,True
dropout,0.75,0,159,92,-125152.37525845421,-17532.76324835897,-100674.31009225878,-9404.20737812505,True,True
dropout,0.75,1,159,92,-123697.77364791982,-16078.161637824582,-102398.69793179595,-11715.34254864659,True,True
dropout,0.75,2,159,92,-112295.37711886858,-4675.765108773339,-90081.81855698838,-493.2654518960511,True,True
dropout,0.75,3,159,92,-118001.77272394713,-10382.160713851888,-99193.08984198925,-3765.4735794483513,True,True
dropout,0.75,4,159,92,-108329.39492512375,-709.7829150285106,-87326.27618469221,4280.264889139552,True,False
dropout,0.75,5,159,92,-110909.99895817714,-3290.3869480818976,-88577.9315990077,-824.9632719454223,True,True
dropout,0.75,6,159,92,-113668.90367878499,-6049.2916686897515,-92792.84304902909,-1013.972645535159,True,True
dropout,0.75,7,159,92,-117448.8216223813,-9829.209612286068,-95440.49955879,-5668.318230207508,True,True
dropout,0.75,8,159,92,-119198.8117185616,-11579.19970846636,-98065.93202035148,-7161.082633725513,True,True
dropout,0.75,9,159,92,-119287.96158185051,-11668.349571755272,-97442.85818043225,-5093.349663791509,True,True
dropout,0.75,10,159,92,-117590.99304600389,-9971.38103590865,-92652.8953308088,-1822.1499091127491,True,True
dropout,0.75,11,159,92,-117383.53710997931,-9763.925099884073,-95815.31838336297,-5842.017867485701,True,True
dropout,0.75,12,159,92,-118079.95503846079,-10460.343028365547,-94444.41867860014,-6036.285472408272,True,True
dropout,0.75,13,159,92,-118321.85645238086,-10702.24444228562,-97612.6945234419,-4893.827359567715,True,True
dropout,0.75,14,159,92,-113215.61856370003,-5596.006553604791,-89527.45525690146,-2076.241181933266,True,True
dropout,0.75,15,159,92,-118586.36194377576,-10966.74993368052,-97615.48692700903,-4894.820970177927,True,True
dropout,0.75,16,159,92,-119481.92411975656,-11862.312109661318,-98020.93803294406,-5941.760734762796,True,True
dropout,0.75,17,159,92,-121272.84920949978,-13653.237199404539,-99871.45449437863,-8031.638891341319,True,True
dropout,0.75,18,159,92,-106779.34648240707,840.2655276881706,-88237.16955883926,12183.9964027323,True,False
dropout,0.75,19,159,92,-116018.08819602439,-8398.476185929147,-95876.48876145456,-3335.9826514149095,True,True
dropout,0.75,20,159,92,-117325.64580025847,-9706.03379016323,-93359.33851095849,-6937.982936058598,True,True
dropout,0.75,21,159,92,-124069.15298689748,-16449.540976802236,-102881.81787356772,-9095.47635805897,True,True
dropout,0.75,22,159,92,-113887.77868650283,-6268.166676407593,-92548.3245120464,-2225.527534617578,True,True
dropout,0.75,23,159,92,-122879.40263667994,-15259.790626584698,-98895.0914397747,-7939.862432776169,True,True
dropout,0.75,24,159,92,-123305.48524063881,-15685.87323054357,-101029.06408994186,-7525.846223926381,True,True
dropout,0.75,25,159,92,-115736.75007565261,-8117.138065557374,-94021.68416491958,-2105.1624713875062,True,True
dropout,0.75,26,159,92,-118284.27774503571,-10664.66573494047,-96788.82417681016,-6126.62902912087,True,True
dropout,0.75,27,159,92,-111056.48664902797,-3436.874638932728,-87451.78924289143,1439.215844785862,True,False
dropout,0.75,28,159,92,-111896.44140724087,-4276.82939714563,-88681.12932936319,1169.4629907430622,True,False
dropout,0.75,29,159,92,-115629.19823163725,-8009.586221542006,-93202.21925053334,-2854.86409203203,True,True
lag_substitution,0.0,0,159,92,-252838.79542696197,-145219.18341686676,-216371.16257855823,-112840.86779179616,True,True
lag_substitution,0.0,1,159,92,-252838.79542696197,-145219.18341686676,-216278.69124119467,-110971.86952102996,True,True
lag_substitution,0.0,2,159,92,-252838.79542696197,-145219.18341686676,-213714.6431438163,-112124.64950146215,True,True
lag_substitution,0.0,3,159,92,-252838.79542696197,-145219.18341686676,-215708.51417045604,-112415.7669898147,True,True
lag_substitution,0.0,4,159,92,-252838.79542696197,-145219.18341686676,-213180.1769728285,-110592.33033212023,True,True
lag_substitution,0.0,5,159,92,-252838.79542696197,-145219.18341686676,-215226.0209962073,-110046.96204419034,True,True
lag_substitution,0.0,6,159,92,-252838.79542696197,-145219.18341686676,-213259.98143754475,-110676.81230988364,True,True
lag_substitution,0.0,7,159,92,-252838.79542696197,-145219.18341686676,-215438.64824164938,-112977.87069946165,True,True
lag_substitution,0.0,8,159,92,-252838.79542696197,-145219.18341686676,-215970.8588102419,-112451.70748986748,True,True
lag_substitution,0.0,9,159,92,-252838.79542696197,-145219.18341686676,-214080.9296546754,-110281.95879154597,True,True
lag_substitution,0.0,10,159,92,-252838.79542696197,-145219.18341686676,-214379.5944826625,-109780.98942358705,True,True
lag_substitution,0.0,11,159,92,-252838.79542696197,-145219.18341686676,-215789.1791327186,-111383.13215875726,True,True
lag_substitution,0.0,12,159,92,-252838.79542696197,-145219.18341686676,-213858.56797395417,-111281.79729812882,True,True
lag_substitution,0.0,13,159,92,-252838.79542696197,-145219.18341686676,-214992.01608476706,-113023.05690108713,True,True
lag_substitution,0.0,14,159,92,-252838.79542696197,-145219.18341686676,-214665.44191539014,-111677.7456010896,True,True
lag_substitution,0.0,15,159,92,-252838.79542696197,-145219.18341686676,-215767.0208522234,-111558.03778987001,True,True
lag_substitution,0.0,16,159,92,-252838.79542696197,-145219.18341686676,-213596.78238821062,-110497.3006325689,True,True
