arm_id,model_id,feature_family,outer_fold,rmse,mae,r2
C010,linear_shrinkage,weather_only,O2,0.38942869372264427,0.3146418487651204,-0.031707765510560426
C010,linear_shrinkage,weather_only,O3,0.48506033135388205,0.3744230780499586,-0.01992071680403984
C010,linear_shrinkage,weather_only,O4,0.4290476495172244,0.34705974698759384,-0.06383491597928836
C010,linear_shrinkage,weather_only,O5,0.6573904034030538,0.5153421191782533,-0.1622008440623477
C010,linear_shrinkage,weather_only,O6,0.5015824071337128,0.38215458223466303,-0.301182740163362
C011,catboost,full,O1,0.41772074612334376,0.3288817105469491,0.10187249795352882
C011,catboost,full,O2,0.3639371654931543,0.29602691688791355,0.09894018798221071
C011,catboost,full,O3,0.47375580003303014,0.3664509148890284,0.027064668073736864
C011,catboost,full,O4,0.4273881634060124,0.3423169959400443,-0.05562135231925924
C011,catboost,full,O5,0.6153885453355239,0.48123930737872617,-0.018434922271383103
C011,catboost,full,O6,0.4966096117276099,0.3764699807071794,-0.27551022684256754
C011,catboost,metadata_only,O1,0.44260531961014127,0.3613225161684989,-0.008321816619348832
C011,catboost,metadata_only,O2,0.38370870688055597,0.3117550371377834,-0.001622592295721148
C011,catboost,metadata_only,O3,0.49300948817605944,0.385317882442982,-0.05362350398754767
C011,catboost,metadata_only,O4,0.42285957681345626,0.3435125246654665,-0.033369234602732334
C011,catboost,metadata_only,O5,0.6650414143281014,0.5240306749341901,-0.18941072105863088
C011,catboost,metadata_only,O6,0.49749150842890627,0.36896434652735466,-0.28004444053926925
C011,catboost,weather_only,O1,0.42430938245409366,0.33530968870589506,0.0733170437036561
C011,catboost,weather_only,O2,0.3622096430198629,0.294237094504309,0.10747411535330775
C011,catboost,weather_only,O3,0.4743796454673593,0.3665241368821079,0.024500642935020744
C011,catboost,weather_only,O4,0.4313263559599297,0.34911049390676924,-0.07516514912985572
C011,catboost,weather_only,O5,0.6206484333055519,0.48792778686696514,-0.035918987764444354
C011,catboost,weather_only,O6,0.4906510594915159,0.37192964353395186,-0.24508552780589188
C011,extra_trees,full,O1,0.41161694944357313,0.32177406765979083,0.12792787543934758
C011,extra_trees,full,O2,0.37743518955383754,0.3038581741154499,0.030862093812502933
C011,extra_trees,full,O3,0.47454886512486555,0.36516096713831914,0.023804562860615164
C011,extra_trees,full,O4,0.4282072814054567,0.34043787552187327,-0.0596715677039128
C011,extra_trees,full,O5,0.6181720568800776,0.48623396377664163,-0.02766888216233898
C011,extra_trees,full,O6,0.4728533756541415,0.3440188512954307,-0.15639629279839018
C011,extra_trees,metadata_only,O1,0.44260531965582445,0.3613225162697358,-0.008321816827495443
C011,extra_trees,metadata_only,O2,0.3837087067579595,0.3117550369733777,-0.00162259165567602
C011,extra_trees,metadata_only,O3,0.4930094882905324,0.38531788261339095,-0.05362350447683406
C011,extra_trees,metadata_only,O4,0.4228595769256208,0.34351252476620914,-0.03336923515093981
C011,extra_trees,metadata_only,O5,0.665041413886384,0.5240306746801412,-0.18941071947862897
